É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2023/02/15 23:56:00

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy
2020/5/31,19.9,8,1,0,1,8,1,30.79,8,1,0,1,8,1,2.1,8,1,0.0,8,1,0,1,8,1,1012.7,8,1,14.1,0,8,1
2020/6/1,20.9,8,1,0.0,0,8,1,29.93,8,1,0,1,8,1,4.4,8,1,3.0,8,1,0,1,8,1,1005.8,8,1,13.9,0,8,1
2020/6/2,19.9,8,1,0.0,0,8,1,20.21,8,1,0,1,8,1,4.2,8,1,6.3,8,1,0,1,8,1,1000.1,8,1,6.3,0,8,1
2020/6/3,19.5,8,1,0.0,0,8,1,19.82,8,1,0,1,8,1,2.4,8,1,4.5,8,1,0,1,8,1,1002.0,8,1,8.4,0,8,1
2020/6/4,19.2,8,1,4.5,0,8,1,22.65,8,1,0,1,8,1,6.6,8,1,5.0,8,1,0,1,8,1,1001.0,8,1,9.4,0,8,1
2020/6/5,17.7,8,1,0,1,8,1,28.00,8,1,0,1,8,1,3.6,8,1,7.0,8,1,0,1,8,1,1000.8,8,1,11.4,0,8,1
2020/6/6,14.0,8,1,0.0,0,8,1,18.91,8,1,0,1,8,1,5.1,8,1,10.0,8,1,0,1,8,1,1006.1,8,1,3.2,0,8,1
2020/6/7,13.6,8,1,0.5,0,8,1,24.84,8,1,0,1,8,1,4.8,8,1,8.5,8,1,0,1,8,1,1009.6,8,1,8.1,0,8,1
2020/6/8,14.8,8,1,0.0,0,8,1,10.42,8,1,0,1,8,1,1.6,8,1,10.0,8,1,0,1,8,1,1013.0,8,1,0.5,0,8,1
2020/6/9,19.7,8,1,0,1,8,1,26.46,8,1,0,1,8,1,2.7,8,1,7.3,8,1,0,1,8,1,1013.0,8,1,9.9,0,8,1
2020/6/10,22.0,8,1,0,1,8,1,19.60,8,1,0,1,8,1,1.8,8,1,9.0,8,1,0,1,8,1,1008.1,8,1,5.8,0,8,1
2020/6/11,21.6,8,1,1.5,0,8,1,8.21,8,1,0,1,8,1,3.1,8,1,9.5,8,1,0,1,8,1,998.2,8,1,1.0,0,8,1
2020/6/12,21.4,8,1,0,1,8,1,20.84,8,1,0,1,8,1,2.9,8,1,5.0,8,1,0,1,8,1,998.1,8,1,8.5,0,8,1
2020/6/13,21.7,8,1,2.5,0,8,1,20.99,8,1,0,1,8,1,2.4,8,1,4.0,8,1,0,1,8,1,1000.2,8,1,8.1,0,8,1
2020/6/14,21.3,8,1,0,1,8,1,17.99,8,1,0,1,8,1,3.3,8,1,7.8,8,1,0,1,8,1,1000.1,8,1,5.9,0,8,1
2020/6/15,20.4,8,1,0.0,0,8,1,17.91,8,1,0,1,8,1,4.4,8,1,8.0,8,1,0,1,8,1,995.6,8,1,5.6,0,8,1
2020/6/16,17.6,8,1,2.0,0,8,1,10.95,8,1,0,1,8,1,3.8,8,1,8.5,8,1,0,1,8,1,995.8,8,1,2.6,0,8,1
2020/6/17,15.6,8,1,1.0,0,8,1,20.43,8,1,0,1,8,1,5.2,8,1,8.8,8,1,0,1,8,1,1002.5,8,1,4.7,0,8,1
2020/6/18,16.4,8,1,3.5,0,8,1,10.70,8,1,0,1,8,1,3.2,8,1,10.0,8,1,0,1,8,1,1004.0,8,1,0.9,0,8,1
2020/6/19,15.3,8,1,0.0,0,8,1,7.38,8,1,0,1,8,1,3.9,8,1,10.0,8,1,0,1,8,1,1003.2,8,1,0.0,0,8,1
2020/6/20,14.9,8,1,0.0,0,8,1,19.38,8,1,0,1,8,1,6.7,8,1,8.8,8,1,0,1,8,1,1006.1,8,1,3.6,0,8,1
2020/6/21,15.9,8,1,0.0,0,8,1,25.29,8,1,0,1,8,1,3.4,8,1,9.8,8,1,0,1,8,1,1010.5,8,1,7.3,0,8,1
2020/6/22,16.7,8,1,0.0,0,8,1,3.35,8,1,0,1,8,1,4.6,8,1,9.8,8,1,0,1,8,1,1011.3,8,1,0.0,0,8,1
2020/6/23,19.7,8,1,0,1,8,1,16.86,8,1,0,1,8,1,3.5,8,1,9.8,8,1,0,1,8,1,1010.8,8,1,2.3,0,8,1
2020/6/24,20.3,8,1,0.0,0,8,1,22.38,8,1,0,1,8,1,2.5,8,1,9.8,8,1,0,1,8,1,1011.3,8,1,6.0,0,8,1
2020/6/25,17.5,8,1,0.5,0,8,1,7.74,8,1,0,1,8,1,5.7,8,1,9.5,8,1,0,1,8,1,1008.7,8,1,0.0,0,8,1
2020/6/26,17.2,8,1,1.0,0,8,1,5.74,8,1,0,1,8,1,5.0,8,1,10.0,8,1,0,1,8,1,1004.1,8,1,0.0,0,8,1
2020/6/27,18.3,8,1,3.0,0,8,1,13.81,8,1,0,1,8,1,4.7,8,1,9.8,8,1,0,1,8,1,999.3,8,1,1.3,0,8,1
2020/6/28,17.8,8,1,18.0,0,8,1,9.38,8,1,0,1,8,1,3.1,8,1,10.0,8,1,0,1,8,1,998.1,8,1,0.2,0,8,1
2020/6/29,16.8,8,1,13.5,0,8,1,7.25,8,1,0,1,8,1,1.8,8,1,10.0,8,1,0,1,8,1,1002.4,8,1,0.0,0,8,1
2020/6/30,19.8,8,1,0.0,0,8,1,23.92,8,1,0,1,8,1,4.5,8,1,8.5,8,1,0,1,8,1,1003.0,8,1,7.5,0,8,1
2020/7/1,20.7,8,1,0.5,0,8,1,19.47,8,1,0,1,8,1,2.5,8,1,8.3,8,1,0,1,8,1,998.7,8,1,4.9,0,8,1
2020/7/2,18.3,8,1,17.0,0,8,1,3.29,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1003.3,8,1,0.0,0,8,1
2020/7/3,19.7,8,1,0,1,8,1,27.20,8,1,0,1,8,1,3.1,8,1,4.3,8,1,0,1,8,1,1010.6,8,1,10.2,0,8,1
2020/7/4,19.5,8,1,0,1,8,1,23.69,8,1,0,1,8,1,5.5,8,1,7.5,8,1,0,1,8,1,1004.9,8,1,10.5,0,8,1
2020/7/5,20.8,8,1,0,1,8,1,27.17,8,1,0,1,8,1,3.1,8,1,8.8,8,1,0,1,8,1,1001.9,8,1,9.8,0,8,1
2020/7/6,22.0,8,1,0,1,8,1,28.70,8,1,0,1,8,1,2.6,8,1,3.0,8,1,0,1,8,1,1004.2,8,1,13.7,0,8,1
2020/7/7,21.9,8,1,25.5,0,8,1,10.74,8,1,0,1,8,1,3.5,8,1,10.0,8,1,0,1,8,1,1001.2,8,1,1.0,0,8,1
2020/7/8,21.8,8,1,5.5,0,8,1,13.36,8,1,0,1,8,1,2.8,8,1,9.3,8,1,0,1,8,1,998.2,8,1,1.3,0,8,1
2020/7/9,23.4,8,1,0.0,0,8,1,21.74,8,1,0,1,8,1,2.2,8,1,8.0,8,1,0,1,8,1,1003.4,8,1,9.2,0,8,1
2020/7/10,23.1,8,1,0,1,8,1,20.07,8,1,0,1,8,1,2.7,8,1,4.5,8,1,0,1,8,1,1007.3,8,1,7.3,0,8,1
2020/7/11,20.8,8,1,0,1,8,1,18.00,8,1,0,1,8,1,3.4,8,1,10.0,8,1,0,1,8,1,1004.6,8,1,5.9,0,8,1
2020/7/12,21.0,8,1,0,1,8,1,18.90,8,1,0,1,8,1,2.9,8,1,8.3,8,1,0,1,8,1,1004.9,8,1,5.7,0,8,1
2020/7/13,20.0,8,1,0.0,0,8,1,11.10,8,1,0,1,8,1,2.0,8,1,9.8,8,1,0,1,8,1,1007.1,8,1,2.2,0,8,1
2020/7/14,20.6,8,1,0,1,8,1,21.87,8,1,0,1,8,1,3.4,8,1,5.5,8,1,0,1,8,1,1004.5,8,1,7.2,0,8,1
2020/7/15,20.6,8,1,0,1,8,1,24.79,8,1,0,1,8,1,2.9,8,1,6.5,8,1,0,1,8,1,1002.2,8,1,9.2,0,8,1
2020/7/16,20.0,8,1,0.0,0,8,1,11.80,8,1,0,1,8,1,2.3,8,1,9.3,8,1,0,1,8,1,1004.8,8,1,1.6,0,8,1
2020/7/17,20.6,8,1,0,1,8,1,28.24,8,1,0,1,8,1,3.3,8,1,0.3,8,1,0,1,8,1,1008.7,8,1,12.5,0,8,1
2020/7/18,21.4,8,1,0,1,8,1,29.78,8,1,0,1,8,1,4.3,8,1,0.0,8,1,0,1,8,1,1009.9,8,1,13.8,0,8,1
2020/7/19,22.3,8,1,0,1,8,1,22.06,8,1,0,1,8,1,2.7,8,1,7.5,8,1,0,1,8,1,1008.7,8,1,7.8,0,8,1
2020/7/20,23.9,8,1,0,1,8,1,26.54,8,1,0,1,8,1,2.2,8,1,6.3,8,1,0,1,8,1,1008.9,8,1,10.3,0,8,1
2020/7/21,21.6,8,1,6.0,0,8,1,11.36,8,1,0,1,8,1,4.9,8,1,10.0,8,1,0,1,8,1,1006.2,8,1,3.0,0,8,1
2020/7/22,22.7,8,1,0.0,0,8,1,13.19,8,1,0,1,8,1,3.9,8,1,9.5,8,1,0,1,8,1,1004.4,8,1,2.5,0,8,1
2020/7/23,20.8,8,1,0.0,0,8,1,8.52,8,1,0,1,8,1,3.8,8,1,10.0,8,1,0,1,8,1,1006.1,8,1,0.0,0,8,1
2020/7/24,20.6,8,1,0.0,0,8,1,22.59,8,1,0,1,8,1,4.2,8,1,9.8,8,1,0,1,8,1,1006.8,8,1,7.1,0,8,1
2020/7/25,21.3,8,1,0,1,8,1,15.40,8,1,0,1,8,1,3.0,8,1,8.5,8,1,0,1,8,1,1009.9,8,1,2.4,0,8,1
2020/7/26,21.7,8,1,0,1,8,1,23.64,8,1,0,1,8,1,4.4,8,1,9.3,8,1,0,1,8,1,1011.9,8,1,7.0,0,8,1
2020/7/27,19.2,8,1,2.0,0,8,1,8.93,8,1,0,1,8,1,4.4,8,1,10.0,8,1,0,1,8,1,1011.9,8,1,0.1,0,8,1
2020/7/28,21.3,8,1,0,1,8,1,23.22,8,1,0,1,8,1,3.5,8,1,7.8,8,1,0,1,8,1,1010.7,8,1,7.1,0,8,1
2020/7/29,21.6,8,1,0,1,8,1,12.77,8,1,0,1,8,1,1.8,8,1,8.3,8,1,0,1,8,1,1012.2,8,1,1.4,0,8,1
2020/7/30,22.1,8,1,0,1,8,1,27.85,8,1,0,1,8,1,3.2,8,1,0.0,8,1,0,1,8,1,1011.0,8,1,13.3,0,8,1
2020/7/31,22.6,8,1,0,1,8,1,26.60,8,1,0,1,8,1,2.5,8,1,5.3,8,1,0,1,8,1,1008.7,8,1,12.0,0,8,1
2020/8/1,24.4,8,1,0,1,8,1,24.79,8,1,0,1,8,1,2.1,8,1,2.8,8,1,0,1,8,1,1010.1,8,1,10.6,0,8,1
2020/8/2,24.3,8,1,0,1,8,1,24.55,8,1,0,1,8,1,5.2,8,1,6.8,8,1,0,1,8,1,1010.7,8,1,12.8,0,8,1
2020/8/3,23.2,8,1,4.5,0,8,1,24.79,8,1,0,1,8,1,6.1,8,1,8.3,8,1,0,1,8,1,1008.9,8,1,10.6,0,8,1
2020/8/4,25.5,8,1,1.0,0,8,1,11.25,8,1,0,1,8,1,4.0,8,1,10.0,8,1,0,1,8,1,1007.0,8,1,2.2,0,8,1
2020/8/5,26.2,8,1,7.5,0,8,1,11.37,8,1,0,1,8,1,2.3,8,1,9.5,8,1,0,1,8,1,1008.7,8,1,2.0,0,8,1
2020/8/6,24.6,8,1,0.5,0,8,1,7.41,8,1,0,1,8,1,2.4,8,1,10.0,8,1,0,1,8,1,1006.8,8,1,0.0,0,8,1
2020/8/7,22.7,8,1,3.5,0,8,1,12.75,8,1,0,1,8,1,8.0,8,1,9.0,8,1,0,1,8,1,996.6,8,1,3.2,0,8,1
2020/8/8,20.2,8,1,0.0,0,8,1,14.14,8,1,0,1,8,1,3.1,8,1,7.3,8,1,0,1,8,1,1006.9,8,1,1.9,0,8,1
2020/8/9,22.5,8,1,0,1,8,1,21.02,8,1,0,1,8,1,4.5,8,1,6.5,8,1,0,1,8,1,1005.4,8,1,7.9,0,8,1
2020/8/10,23.1,8,1,0.0,0,8,1,6.87,8,1,0,1,8,1,4.1,8,1,8.5,8,1,0,1,8,1,1006.3,8,1,0.3,0,8,1
2020/8/11,26.9,8,1,1.5,0,8,1,10.38,8,1,0,1,8,1,4.0,8,1,8.3,8,1,0,1,8,1,1003.6,8,1,4.1,0,8,1
2020/8/12,27.1,8,1,0.5,0,8,1,22.80,8,1,0,1,8,1,2.1,8,1,3.5,8,1,0,1,8,1,1003.4,8,1,10.3,0,8,1
2020/8/13,24.2,8,1,0,1,8,1,24.68,8,1,0,1,8,1,4.6,8,1,7.3,8,1,0,1,8,1,1004.0,8,1,10.8,0,8,1
2020/8/14,20.2,8,1,20.0,0,8,1,9.67,8,1,0,1,8,1,4.3,8,1,10.0,8,1,0,1,8,1,1005.2,8,1,0.8,0,8,1
2020/8/15,23.1,8,1,14.0,0,8,1,19.09,8,1,0,1,8,1,4.6,8,1,9.5,8,1,0,1,8,1,999.7,8,1,7.1,0,8,1
2020/8/16,23.2,8,1,0.0,0,8,1,10.06,8,1,0,1,8,1,1.6,8,1,8.3,8,1,0,1,8,1,1004.1,8,1,3.2,0,8,1
2020/8/17,23.7,8,1,0.0,0,8,1,19.92,8,1,0,1,8,1,2.6,8,1,7.8,8,1,0,1,8,1,1005.6,8,1,7.6,0,8,1
2020/8/18,24.0,8,1,0.0,0,8,1,20.33,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1007.4,8,1,8.4,0,8,1
2020/8/19,27.4,8,1,0.0,0,8,1,21.63,8,1,0,1,8,1,3.8,8,1,3.3,8,1,0,1,8,1,1003.4,8,1,9.2,0,8,1
2020/8/20,21.9,8,1,0.5,0,8,1,5.17,8,1,0,1,8,1,3.2,8,1,7.3,8,1,0,1,8,1,1007.5,8,1,0.6,0,8,1
2020/8/21,19.9,8,1,0,1,8,1,13.31,8,1,0,1,8,1,1.7,8,1,9.5,8,1,0,1,8,1,1011.9,8,1,0.6,0,8,1
2020/8/22,20.4,8,1,0,1,8,1,22.68,8,1,0,1,8,1,1.6,8,1,5.0,8,1,0,1,8,1,1010.8,8,1,10.7,0,8,1
2020/8/23,20.9,8,1,0,1,8,1,25.30,8,1,0,1,8,1,2.1,8,1,0.3,8,1,0,1,8,1,1007.8,8,1,12.2,0,8,1
2020/8/24,23.1,8,1,0,1,8,1,24.23,8,1,0,1,8,1,3.2,8,1,1.8,8,1,0,1,8,1,1007.0,8,1,12.5,0,8,1
2020/8/25,23.7,8,1,0,1,8,1,18.86,8,1,0,1,8,1,5.7,8,1,7.3,8,1,0,1,8,1,1007.1,8,1,6.8,0,8,1
2020/8/26,26.3,8,1,0,1,8,1,21.41,8,1,0,1,8,1,3.0,8,1,4.5,8,1,0,1,8,1,1008.8,8,1,9.9,0,8,1
2020/8/27,26.3,8,1,0,1,8,1,21.24,8,1,0,1,8,1,1.7,8,1,1.8,8,1,0,1,8,1,1009.3,8,1,9.6,0,8,1
2020/8/28,27.3,8,1,0,1,8,1,20.04,8,1,0,1,8,1,1.8,8,1,5.3,8,1,0,1,8,1,1007.0,8,1,10.3,0,8,1
2020/8/29,22.8,8,1,6.5,0,8,1,5.31,8,1,0,1,8,1,2.4,8,1,7.8,8,1,0,1,8,1,1007.5,8,1,1.4,0,8,1
2020/8/30,16.1,8,1,61.5,0,8,1,3.12,8,1,0,1,8,1,4.2,8,1,10.0,8,1,0,1,8,1,1011.4,8,1,0.0,0,8,1
2020/8/31,17.4,8,1,2.5,0,8,1,13.90,8,1,0,1,8,1,3.6,8,1,10.0,8,1,0,1,8,1,1015.3,8,1,1.9,0,8,1
2020/9/1,19.7,8,1,0,1,8,1,16.64,8,1,0,1,8,1,5.2,8,1,7.8,8,1,0,1,8,1,1014.6,8,1,5.5,0,8,1
2020/9/2,21.8,8,1,0.0,0,8,1,19.89,8,1,0,1,8,1,5.9,8,1,7.5,8,1,0,1,8,1,1013.7,8,1,8.3,0,8,1
2020/9/3,23.3,8,1,0.0,0,8,1,12.13,8,1,0,1,8,1,7.3,8,1,8.0,8,1,0,1,8,1,1011.6,8,1,2.5,0,8,1
2020/9/4,25.5,8,1,0,1,8,1,13.51,8,1,0,1,8,1,4.1,8,1,8.5,8,1,0,1,8,1,1012.2,8,1,4.1,0,8,1
2020/9/5,25.0,8,1,0.0,0,8,1,16.23,8,1,0,1,8,1,2.6,8,1,7.5,8,1,0,1,8,1,1013.4,8,1,6.2,0,8,1
2020/9/6,24.4,8,1,0.0,0,8,1,22.02,8,1,0,1,8,1,4.9,8,1,6.8,8,1,0,1,8,1,1012.0,8,1,11.5,0,8,1
2020/9/7,25.7,8,1,0.0,0,8,1,18.92,8,1,0,1,8,1,4.3,8,1,8.5,8,1,0,1,8,1,1008.6,8,1,8.2,0,8,1
2020/9/8,27.5,8,1,0.0,0,8,1,12.25,8,1,0,1,8,1,2.3,8,1,4.8,8,1,0,1,8,1,1008.7,8,1,4.3,0,8,1
2020/9/9,26.6,8,1,0,1,8,1,20.02,8,1,0,1,8,1,3.5,8,1,5.8,8,1,0,1,8,1,1008.6,8,1,9.7,0,8,1
2020/9/10,22.7,8,1,7.5,0,8,1,3.91,8,1,0,1,8,1,2.0,8,1,10.0,8,1,0,1,8,1,1008.1,8,1,0.0,0,8,1
2020/9/11,21.3,8,1,1.5,0,8,1,8.46,8,1,0,1,8,1,1.9,5,1,9.5,8,1,0,1,8,1,1015.7,8,1,1.4,0,8,1
2020/9/12,17.4,8,1,4.0,0,8,1,5.63,8,1,0,1,8,1,2.7,8,1,10.0,8,1,0,1,8,1,1020.6,8,1,0.0,0,8,1
2020/9/13,15.2,8,1,6.0,0,8,1,3.79,8,1,0,1,8,1,3.6,8,1,10.0,8,1,0,1,8,1,1015.2,8,1,0.0,0,8,1
2020/9/14,16.6,8,1,4.5,0,8,1,6.88,8,1,0,1,8,1,5.1,8,1,9.5,8,1,0,1,8,1,1011.5,8,1,1.5,0,8,1
2020/9/15,18.5,8,1,1.5,0,8,1,15.40,8,1,0,1,8,1,5.8,8,1,9.5,8,1,0,1,8,1,1011.4,8,1,4.8,0,8,1
2020/9/16,20.9,8,1,8.5,0,8,1,14.06,8,1,0,1,8,1,4.5,8,1,9.0,8,1,0,1,8,1,1011.1,8,1,3.8,0,8,1
2020/9/17,21.8,8,1,1.0,0,8,1,9.67,8,1,0,1,8,1,4.8,8,1,10.0,8,1,0,1,8,1,1008.1,8,1,1.2,0,8,1
2020/9/18,20.1,8,1,15.0,0,8,1,5.09,8,1,0,1,8,1,2.0,8,1,8.5,8,1,0,1,8,1,1002.8,8,1,0.0,0,8,1
2020/9/19,20.2,8,1,0.0,0,8,1,16.23,8,1,0,1,8,1,3.6,8,1,4.3,8,1,0,1,8,1,1004.7,8,1,7.8,0,8,1
2020/9/20,18.8,8,1,1.5,0,8,1,13.43,8,1,0,1,8,1,1.5,8,1,6.3,8,1,0,1,8,1,1008.8,8,1,6.2,0,8,1
2020/9/21,18.1,8,1,0.0,0,8,1,12.31,8,1,0,1,8,1,2.0,8,1,8.0,8,1,0,1,8,1,1011.8,8,1,4.0,0,8,1
2020/9/22,18.0,8,1,0.0,0,8,1,15.97,8,1,0,1,8,1,1.9,8,1,9.3,8,1,0,1,8,1,1017.0,8,1,7.8,0,8,1
2020/9/23,18.4,8,1,0.0,0,8,1,10.31,8,1,0,1,8,1,2.9,8,1,9.0,8,1,0,1,8,1,1018.9,8,1,1.7,0,8,1
2020/9/24,17.9,8,1,0,1,8,1,17.20,8,1,0,1,8,1,2.1,8,1,4.3,8,1,0,1,8,1,1019.1,8,1,9.5,0,8,1
2020/9/25,15.5,8,1,1.5,0,8,1,8.26,8,1,0,1,8,1,2.6,8,1,10.0,8,1,0,1,8,1,1017.7,8,1,2.0,0,8,1
2020/9/26,16.0,8,1,0.5,0,8,1,9.95,8,1,0,1,8,1,2.1,8,1,10.0,8,1,0,1,8,1,1011.2,8,1,1.4,0,8,1
2020/9/27,16.2,8,1,0.0,0,8,1,10.33,8,1,0,1,8,1,2.5,8,1,10.0,8,1,0,1,8,1,1007.3,8,1,1.4,0,8,1
2020/9/28,15.2,8,1,0.5,0,8,1,14.22,8,1,0,1,8,1,4.6,8,1,5.5,8,1,0,1,8,1,1009.8,8,1,6.8,0,8,1
2020/9/29,16.8,8,1,0,1,8,1,16.63,8,1,0,1,8,1,1.9,8,1,3.8,8,1,0,1,8,1,1009.5,8,1,8.7,0,8,1
2020/9/30,17.4,8,1,0,1,8,1,14.67,8,1,0,1,8,1,1.9,8,1,8.0,8,1,0,1,8,1,1007.7,8,1,9.8,0,8,1
2020/10/1,16.9,8,1,8.5,0,8,1,8.08,8,1,0,1,8,1,2.4,8,1,10.0,8,1,0,1,8,1,1008.7,8,1,1.5,0,8,1
2020/10/2,16.8,8,1,5.0,0,8,1,7.85,8,1,0,1,8,1,3.2,8,1,9.5,8,1,0,1,8,1,1012.9,8,1,1.7,0,8,1
2020/10/3,18.8,8,1,7.5,0,8,1,10.15,8,1,0,1,8,1,4.8,8,1,8.0,8,1,0,1,8,1,1009.7,8,1,4.0,0,8,1
2020/10/4,15.7,8,1,2.5,0,8,1,4.89,8,1,0,1,8,1,2.2,8,1,10.0,8,1,0,1,8,1,1007.3,8,1,0.7,0,8,1
2020/10/5,15.3,8,1,4.0,0,8,1,15.09,8,1,0,1,8,1,3.9,8,1,5.8,8,1,0,1,8,1,996.6,8,1,6.9,0,8,1
2020/10/6,14.0,8,1,2.0,0,8,1,10.01,8,1,0,1,8,1,3.4,8,1,6.0,8,1,0,1,8,1,1007.9,8,1,3.2,0,8,1
2020/10/7,14.2,8,1,0.0,0,8,1,10.15,8,1,0,1,8,1,2.3,8,1,6.5,8,1,0,1,8,1,1019.5,8,1,4.3,0,8,1
2020/10/8,13.4,8,1,0.0,0,8,1,8.66,8,1,0,1,8,1,2.1,8,1,7.0,8,1,0,1,8,1,1024.7,8,1,3.1,0,8,1
2020/10/9,12.6,8,1,0,1,8,1,14.40,8,1,0,1,8,1,2.0,8,1,2.5,8,1,0,1,8,1,1026.0,8,1,8.4,0,8,1
2020/10/10,13.7,8,1,0,1,8,1,9.59,8,1,0,1,8,1,3.5,8,1,9.8,8,1,0,1,8,1,1021.4,8,1,3.8,0,8,1
2020/10/11,16.7,8,1,0,1,8,1,15.04,8,1,0,1,8,1,4.1,8,1,7.8,8,1,0,1,8,1,1015.7,8,1,9.7,0,8,1
2020/10/12,17.3,8,1,7.0,0,8,1,6.90,8,1,0,1,8,1,5.8,8,1,8.0,8,1,0,1,8,1,1008.6,8,1,1.8,0,8,1
2020/10/13,14.5,8,1,1.5,0,8,1,6.73,8,1,0,1,8,1,4.3,8,1,5.8,8,1,0,1,8,1,1009.3,8,1,3.3,0,8,1
2020/10/14,11.3,8,1,0.5,0,8,1,12.93,8,1,0,1,8,1,3.0,8,1,4.3,8,1,0,1,8,1,1013.1,8,1,8.0,0,8,1
2020/10/15,9.2,8,1,0.0,0,8,1,6.91,8,1,0,1,8,1,2.7,8,1,8.0,8,1,0,1,8,1,1017.2,8,1,2.1,0,8,1
2020/10/16,10.2,8,1,0.5,0,8,1,8.52,8,1,0,1,8,1,2.4,8,1,5.0,8,1,0,1,8,1,1017.7,8,1,4.0,0,8,1
2020/10/17,11.6,8,1,0.0,0,8,1,11.75,8,1,0,1,8,1,2.0,8,1,4.8,8,1,0,1,8,1,1016.1,8,1,6.8,0,8,1
2020/10/18,13.4,8,1,0,1,8,1,14.55,8,1,0,1,8,1,2.9,8,1,0.8,8,1,0,1,8,1,1015.9,8,1,9.8,0,8,1
2020/10/19,13.0,8,1,0.0,0,8,1,11.05,8,1,0,1,8,1,2.5,8,1,3.3,8,1,0,1,8,1,1016.5,8,1,6.8,0,8,1
2020/10/20,12.2,8,1,0.0,0,8,1,12.71,8,1,0,1,8,1,3.1,8,1,1.3,8,1,0,1,8,1,1021.5,8,1,8.2,0,8,1
2020/10/21,12.2,8,1,0.0,0,8,1,13.42,8,1,0,1,8,1,3.0,8,1,5.0,8,1,0,1,8,1,1022.1,8,1,8.0,0,8,1
2020/10/22,16.9,8,1,0.0,0,8,1,10.50,8,1,0,1,8,1,6.1,8,1,6.5,8,1,0,1,8,1,1012.3,8,1,5.8,0,8,1
2020/10/23,16.0,8,1,11.0,0,8,1,3.09,8,1,0,1,8,1,6.4,8,1,8.3,8,1,0,1,8,1,995.9,8,1,0.0,0,8,1
2020/10/24,9.8,8,1,1.0,0,8,1,7.70,8,1,0,1,8,1,3.1,8,1,9.0,8,1,0,1,8,1,994.4,8,1,4.6,0,8,1
2020/10/25,9.8,8,1,2.5,0,8,1,7.56,8,1,0,1,8,1,3.0,8,1,8.5,8,1,0,1,8,1,999.5,8,1,2.5,0,8,1
2020/10/26,10.5,8,1,3.0,0,8,1,9.74,8,1,0,1,8,1,2.6,8,1,8.8,8,1,0,1,8,1,1010.6,8,1,4.6,0,8,1
2020/10/27,9.5,8,1,0.0,0,8,1,8.59,8,1,0,1,8,1,1.9,8,1,6.5,8,1,0,1,8,1,1016.7,8,1,5.3,0,8,1
2020/10/28,11.2,8,1,0.0,0,8,1,12.14,8,1,0,1,8,1,3.6,8,1,6.8,8,1,0,1,8,1,1015.1,8,1,8.8,0,8,1
2020/10/29,10.4,8,1,4.0,0,8,1,10.83,8,1,0,1,8,1,4.0,8,1,6.3,8,1,0,1,5,1,1008.3,8,1,6.0,0,8,1
2020/10/30,8.7,8,1,3.5,0,8,1,6.21,8,1,0,1,8,1,3.5,8,1,8.0,8,1,0,1,8,1,1012.8,8,1,3.8,0,8,1
2020/10/31,9.5,8,1,2.0,0,8,1,9.40,8,1,0,1,8,1,1.9,8,1,7.0,8,1,0,1,8,1,1021.1,8,1,5.4,0,8,1
2020/11/1,12.2,8,1,2.0,0,8,1,6.13,8,1,0,1,8,1,5.5,8,1,10.0,8,1,0,1,8,1,1017.2,8,1,1.2,0,8,1
2020/11/2,13.7,8,1,4.5,0,8,1,6.96,8,1,0,1,8,1,4.0,8,1,8.5,8,1,0,1,8,1,1008.0,8,1,3.7,0,8,1
2020/11/3,7.9,8,1,0.5,0,8,1,9.29,8,1,0,1,8,1,2.5,8,1,9.0,8,1,0,1,8,1,1002.7,8,1,4.6,0,8,1
2020/11/4,4.4,8,1,2.0,0,8,1,5.69,8,1,0,1,8,1,2.5,8,1,8.8,8,1,0,1,8,1,1003.7,8,1,1.8,0,8,1
2020/11/5,8.2,8,1,0.0,0,8,1,7.78,8,1,0,1,8,1,2.7,8,1,6.8,8,1,0,1,8,1,1013.4,8,1,5.3,0,8,1
2020/11/6,12.8,8,1,0.0,0,8,1,7.07,8,1,0,1,8,1,3.7,8,1,9.8,8,1,0,1,8,1,1014.0,8,1,4.3,0,8,1
2020/11/7,14.1,8,1,0.0,0,8,1,6.72,8,1,0,1,8,1,3.0,8,1,4.8,8,1,0,1,8,1,1005.6,8,1,4.3,0,8,1
2020/11/8,8.4,8,1,4.0,0,8,1,8.06,8,1,0,1,8,1,3.5,8,1,5.5,8,1,0,1,8,1,1001.1,8,1,5.2,0,8,1
2020/11/9,2.9,8,1,36.5,0,8,1,1.49,8,1,3,0,8,1,4.6,8,1,10.0,8,1,4,0,8,1,1003.9,8,1,0.1,0,8,1
2020/11/10,2.2,8,1,1.0,0,8,1,11.06,8,1,4,0,8,1,3.0,8,1,5.5,8,1,2,0,8,1,1012.8,8,1,7.0,0,8,1
2020/11/11,2.0,8,1,7.0,0,8,1,8.99,8,1,7,0,8,1,2.2,8,1,7.3,8,1,4,0,8,1,1024.6,8,1,4.7,0,8,1
