ダウンロードした時刻：2023/02/19 20:16:14

,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋
2020/6/7,25.0,8,1,0,1,8,1,28.41,8,1,0,1,8,1,3.8,8,1,4.8,8,1,0,1,8,1,1002.2,8,1,12.9,0,8,1
2020/6/8,25.3,8,1,0,1,8,1,26.84,8,1,0,1,8,1,2.8,8,1,5.0,8,1,0,1,8,1,1009.6,8,1,12.3,0,8,1
2020/6/9,25.3,8,1,0,1,8,1,23.05,8,1,0,1,8,1,3.1,8,1,9.8,8,1,0,1,8,1,1013.0,8,1,9.2,0,8,1
2020/6/10,23.2,8,1,5.0,0,8,1,12.22,8,1,0,1,8,1,3.5,8,1,9.8,8,1,0,1,8,1,1009.9,8,1,2.0,0,8,1
2020/6/11,23.8,8,1,27.5,0,8,1,6.61,8,1,0,1,8,1,4.1,8,1,10.0,8,1,0,1,8,1,1000.7,8,1,0.1,0,8,1
2020/6/12,25.1,8,1,2.0,0,8,1,8.03,8,1,0,1,8,1,1.8,8,1,10.0,8,1,0,1,8,1,999.4,8,1,0.0,0,8,1
2020/6/13,22.9,8,1,22.5,0,8,1,2.76,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1000.4,8,1,0.0,0,8,1
2020/6/14,24.6,8,1,10.0,0,8,1,6.88,8,1,0,1,8,1,2.2,8,1,10.0,8,1,0,1,8,1,999.3,8,1,0.0,0,8,1
2020/6/15,27.4,8,1,0.0,0,8,1,20.28,8,1,0,1,8,1,3.2,8,1,9.5,8,1,0,1,8,1,996.9,8,1,6.9,0,8,1
2020/6/16,25.1,8,1,0,1,8,1,23.59,8,1,0,1,8,1,3.8,8,1,6.3,8,1,0,1,8,1,996.7,8,1,8.9,0,8,1
2020/6/17,24.2,8,1,0,1,8,1,28.15,8,1,0,1,8,1,3.5,8,1,6.8,8,1,0,1,8,1,999.6,8,1,11.8,0,8,1
2020/6/18,20.8,8,1,21.5,0,8,1,5.07,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1000.0,8,1,0.0,0,8,1
2020/6/19,19.6,8,1,41.0,0,8,1,5.35,8,1,0,1,8,1,2.4,8,1,9.5,8,1,0,1,8,1,994.0,8,1,0.1,0,8,1
2020/6/20,23.5,8,1,0,1,8,1,24.87,8,1,0,1,8,1,3.1,8,1,7.5,8,1,0,1,8,1,1001.1,8,1,11.2,0,8,1
2020/6/21,23.9,8,1,0,1,8,1,20.72,8,1,0,1,8,1,2.6,8,1,7.3,8,1,0,1,8,1,1003.4,8,1,6.9,0,8,1
2020/6/22,24.8,8,1,0.0,0,8,1,13.91,8,1,0,1,8,1,2.5,8,1,10.0,8,1,0,1,8,1,1000.3,8,1,2.6,0,8,1
2020/6/23,26.5,8,1,0.0,0,8,1,25.89,8,1,0,1,8,1,3.1,8,1,7.0,8,1,0,1,8,1,1002.8,8,1,9.8,0,8,1
2020/6/24,26.0,8,1,1.5,0,8,1,22.53,8,1,0,1,8,1,3.6,8,1,8.5,8,1,0,1,8,1,1004.7,8,1,8.1,0,8,1
2020/6/25,24.5,8,1,11.5,0,8,1,8.35,8,1,0,1,8,1,2.1,8,1,10.0,8,1,0,1,8,1,1001.3,8,1,0.1,0,8,1
2020/6/26,27.9,8,1,0.5,0,8,1,17.00,8,1,0,1,8,1,2.3,8,1,7.8,8,1,0,1,8,1,999.3,8,1,3.4,0,8,1
2020/6/27,27.4,8,1,0.0,0,8,1,20.07,8,1,0,1,8,1,2.6,8,1,7.8,8,1,0,1,8,1,999.7,8,1,5.5,0,8,1
2020/6/28,24.5,8,1,38.5,0,8,1,13.39,8,1,0,1,8,1,3.1,8,1,8.3,8,1,0,1,8,1,994.8,8,1,2.9,0,8,1
2020/6/29,26.0,8,1,0,1,8,1,26.79,8,1,0,1,8,1,3.3,8,1,5.0,8,1,0,1,8,1,1000.0,8,1,10.2,0,8,1
2020/6/30,23.6,8,1,48.0,0,8,1,4.04,8,1,0,1,8,1,3.7,8,1,10.0,8,1,0,1,8,1,997.0,8,1,0.0,0,8,1
2020/7/1,25.2,8,1,0.0,0,8,1,11.85,8,1,0,1,8,1,4.9,8,1,10.0,8,1,0,1,8,1,996.1,8,1,1.2,0,8,1
2020/7/2,24.9,8,1,0,1,8,1,20.49,8,1,0,1,8,1,3.4,8,1,7.3,8,1,0,1,8,1,1002.9,8,1,6.8,0,8,1
2020/7/3,22.2,8,1,23.0,0,8,1,6.72,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1006.8,8,1,0.0,0,8,1
2020/7/4,23.8,8,1,21.0,0,8,1,8.48,8,1,0,1,8,1,3.4,8,1,10.0,8,1,0,1,8,1,998.8,8,1,0.1,0,8,1
2020/7/5,25.1,8,1,2.0,0,8,1,13.91,8,1,0,1,8,1,2.6,8,1,9.5,8,1,0,1,8,1,1000.1,8,1,2.0,0,8,1
2020/7/6,24.0,8,1,42.5,0,8,1,4.16,8,1,0,1,8,1,4.7,8,1,10.0,8,1,0,1,8,1,1001.7,8,1,0.0,0,8,1
2020/7/7,25.5,8,1,20.0,0,8,1,6.16,8,1,0,1,8,1,4.5,8,1,10.0,8,1,0,1,8,1,1001.7,8,1,0.0,0,8,1
2020/7/8,25.2,8,1,53.0,0,8,1,15.49,8,1,0,1,8,1,3.6,8,1,10.0,8,1,0,1,8,1,999.4,8,1,3.2,0,8,1
2020/7/9,23.6,8,1,13.0,0,8,1,5.50,8,1,0,1,8,1,2.7,8,1,10.0,8,1,0,1,8,1,1003.1,8,1,0.0,0,8,1
2020/7/10,25.3,8,1,3.0,0,8,1,8.13,8,1,0,1,8,1,3.6,8,1,10.0,8,1,0,1,8,1,1004.7,8,1,0.0,0,8,1
2020/7/11,26.2,8,1,10.0,0,8,1,9.11,8,1,0,1,8,1,4.0,8,1,9.8,8,1,0,1,8,1,1000.2,8,1,1.1,0,8,1
2020/7/12,25.4,8,1,0.0,0,8,1,23.96,8,1,0,1,8,1,5.2,8,1,9.8,8,1,0,1,8,1,1000.2,8,1,7.4,0,8,1
2020/7/13,21.0,8,1,21.0,0,8,1,5.02,8,1,0,1,8,1,1.8,8,1,9.8,8,1,0,1,8,1,1003.9,8,1,0.0,0,8,1
2020/7/14,23.5,8,1,35.5,0,8,1,4.86,8,1,0,1,8,1,2.7,8,1,9.3,8,1,0,1,8,1,995.6,8,1,0.0,0,8,1
2020/7/15,24.1,8,1,0.0,0,8,1,12.29,8,1,0,1,8,1,3.3,8,1,9.3,8,1,0,1,8,1,994.3,8,1,1.7,0,8,1
2020/7/16,25.6,8,1,0,1,8,1,21.42,5,1,0,1,8,1,2.7,5,1,9.5,8,1,0,1,8,1,998.9,8,1,8.2,0,5,1
2020/7/17,23.2,8,1,14.5,0,8,1,5.27,8,1,0,1,8,1,1.3,8,1,10.0,8,1,0,1,8,1,1001.7,8,1,0.0,0,8,1
2020/7/18,25.0,8,1,42.0,0,8,1,9.42,8,1,0,1,8,1,2.2,8,1,10.0,8,1,0,1,8,1,1003.0,8,1,1.8,0,8,1
2020/7/19,28.0,8,1,0.0,0,8,1,24.64,8,1,0,1,8,1,2.2,8,1,8.0,8,1,0,1,8,1,1004.5,8,1,9.2,0,8,1
2020/7/20,28.9,8,1,0.0,0,8,1,22.04,8,1,0,1,8,1,2.0,8,1,9.8,8,1,0,1,8,1,1004.8,8,1,6.2,0,8,1
2020/7/21,28.5,8,1,13.5,0,8,1,20.02,8,1,0,1,8,1,2.8,8,1,10.0,8,1,0,1,8,1,1004.7,8,1,5.3,0,8,1
2020/7/22,28.0,8,1,34.0,0,8,1,24.49,8,1,0,1,8,1,2.8,8,1,9.8,8,1,0,1,8,1,1002.7,8,1,8.9,0,8,1
2020/7/23,25.5,8,1,0.0,0,8,1,9.94,8,1,0,1,8,1,2.6,8,1,9.8,8,1,0,1,8,1,1002.7,8,1,0.7,0,8,1
2020/7/24,26.2,8,1,5.0,0,8,1,10.30,8,1,0,1,8,1,2.5,8,1,10.0,8,1,0,1,8,1,1002.7,8,1,0.2,0,8,1
2020/7/25,25.3,8,1,21.0,0,8,1,7.81,8,1,0,1,8,1,3.6,8,1,10.0,8,1,0,1,8,1,1003.5,8,1,0.1,0,8,1
2020/7/26,24.7,8,1,21.5,0,8,1,5.63,8,1,0,1,8,1,2.7,8,1,10.0,8,1,0,1,8,1,1007.2,8,1,0.3,0,8,1
2020/7/27,25.4,8,1,6.0,0,8,1,7.28,8,1,0,1,8,1,2.3,8,1,10.0,8,1,0,1,8,1,1008.1,8,1,0.0,0,8,1
2020/7/28,27.4,8,1,0.5,0,8,1,8.43,8,1,0,1,8,1,2.1,8,1,10.0,8,1,0,1,8,1,1005.7,8,1,0.3,0,8,1
2020/7/29,27.8,8,1,0.0,0,8,1,14.97,8,1,0,1,8,1,3.3,8,1,9.3,8,1,0,1,8,1,1006.2,8,1,2.3,0,8,1
2020/7/30,26.2,8,1,1.5,0,8,1,14.00,8,1,0,1,8,1,3.1,8,1,8.0,8,1,0,1,8,1,1007.8,8,1,3.7,0,8,1
2020/7/31,27.6,8,1,2.0,0,8,1,19.63,8,1,0,1,8,1,3.3,8,1,4.5,8,1,0,1,8,1,1005.7,8,1,7.5,0,8,1
2020/8/1,28.3,8,1,0,1,8,1,24.81,8,1,0,1,8,1,3.0,8,1,5.8,8,1,0,1,8,1,1004.9,8,1,10.5,0,8,1
2020/8/2,28.1,8,1,0.0,0,8,1,17.75,8,1,0,1,8,1,2.6,8,1,9.5,8,1,0,1,8,1,1006.5,8,1,4.8,0,8,1
2020/8/3,28.5,8,1,0.0,0,8,1,15.23,8,1,0,1,8,1,2.6,8,1,9.3,8,1,0,1,8,1,1007.0,8,1,3.1,0,8,1
2020/8/4,29.3,8,1,0.0,0,8,1,17.30,8,1,0,1,8,1,2.2,8,1,8.3,8,1,0,1,8,1,1008.2,8,1,4.4,0,8,1
2020/8/5,29.8,8,1,0,1,8,1,22.60,8,1,0,1,8,1,2.4,8,1,10.0,8,1,0,1,8,1,1009.6,8,1,10.0,0,8,1
2020/8/6,29.2,8,1,0,1,8,1,22.59,8,1,0,1,8,1,2.5,8,1,4.8,8,1,0,1,8,1,1007.1,8,1,8.9,0,8,1
2020/8/7,28.1,8,1,5.0,0,8,1,11.52,8,1,0,1,8,1,1.8,8,1,10.0,8,1,0,1,8,1,1003.7,8,1,1.0,0,8,1
2020/8/8,29.0,8,1,0.0,0,8,1,18.15,8,1,0,1,8,1,2.2,8,1,10.0,8,1,0,1,8,1,1003.0,8,1,4.8,0,8,1
2020/8/9,30.1,8,1,0.0,0,8,1,19.09,8,1,0,1,8,1,2.5,8,1,9.0,8,1,0,1,8,1,1004.9,8,1,7.4,0,8,1
2020/8/10,30.7,8,1,0,1,8,1,24.76,8,1,0,1,8,1,3.4,8,1,7.5,8,1,0,1,8,1,1007.6,8,1,9.4,0,8,1
2020/8/11,31.2,8,1,0.0,0,8,1,23.34,8,1,0,1,8,1,3.4,8,1,5.8,8,1,0,1,8,1,1008.0,8,1,9.6,0,8,1
2020/8/12,31.8,8,1,0,1,8,1,21.61,8,1,0,1,8,1,3.3,8,1,8.0,8,1,0,1,8,1,1007.3,8,1,9.0,0,8,1
2020/8/13,30.5,8,1,5.0,0,8,1,16.49,8,1,0,1,8,1,3.0,8,1,8.3,8,1,0,1,8,1,1004.6,8,1,6.7,0,8,1
2020/8/14,31.8,8,1,0,1,8,1,25.60,8,1,0,1,8,1,2.8,8,1,3.8,8,1,0,1,8,1,1002.2,8,1,11.6,0,8,1
2020/8/15,32.5,8,1,0,1,8,1,24.35,8,1,0,1,8,1,3.5,8,1,0.0,8,1,0,1,8,1,1002.1,8,1,11.8,0,8,1
2020/8/16,32.4,8,1,0,1,8,1,25.80,8,1,0,1,8,1,4.4,8,1,2.0,8,1,0,1,8,1,1003.1,8,1,12.8,0,8,1
2020/8/17,31.8,8,1,0,1,8,1,23.11,8,1,0,1,8,1,3.8,8,1,5.8,8,1,0,1,8,1,1004.4,8,1,12.0,0,8,1
2020/8/18,31.8,8,1,0,1,8,1,22.96,8,1,0,1,8,1,4.0,8,1,7.5,8,1,0,1,8,1,1003.1,8,1,11.9,0,8,1
2020/8/19,31.0,8,1,0,1,8,1,20.66,8,1,0,1,8,1,2.9,8,1,10.0,8,1,0,1,8,1,1004.3,8,1,9.2,0,8,1
2020/8/20,31.5,8,1,0,1,8,1,22.18,8,1,0,1,8,1,2.7,8,1,4.5,8,1,0,1,8,1,1005.3,8,1,9.6,0,8,1
2020/8/21,31.3,8,1,0.0,0,8,1,22.22,8,1,0,1,8,1,2.4,8,1,5.3,8,1,0,1,8,1,1006.1,8,1,8.9,0,8,1
2020/8/22,29.2,8,1,0.0,0,8,1,20.68,8,1,0,1,8,1,2.6,8,1,4.8,8,1,0,1,8,1,1004.7,8,1,8.2,0,8,1
2020/8/23,28.6,8,1,0,1,8,1,22.25,8,1,0,1,8,1,2.5,8,1,7.5,8,1,0,1,8,1,1001.5,8,1,8.9,0,8,1
2020/8/24,29.9,8,1,0,1,8,1,23.97,8,1,0,1,8,1,2.7,8,1,2.8,8,1,0,1,8,1,1000.5,8,1,11.3,0,8,1
2020/8/25,30.0,8,1,0,1,8,1,21.03,8,1,0,1,8,1,3.0,8,1,3.3,8,1,0,1,8,1,1003.3,8,1,9.0,0,8,1
2020/8/26,30.3,8,1,0,1,8,1,22.46,8,1,0,1,8,1,2.7,8,1,5.3,8,1,0,1,8,1,1004.7,8,1,9.6,0,8,1
2020/8/27,31.0,8,1,0.0,0,8,1,19.77,8,1,0,1,8,1,3.1,8,1,9.3,8,1,0,1,8,1,1004.3,8,1,6.8,0,8,1
2020/8/28,29.9,8,1,3.0,0,8,1,16.49,8,1,0,1,8,1,3.6,8,1,8.0,8,1,0,1,8,1,1004.6,8,1,5.9,0,8,1
2020/8/29,31.0,8,1,0.0,0,8,1,20.91,8,1,0,1,8,1,2.5,8,1,5.5,8,1,0,1,8,1,1004.6,8,1,10.1,0,8,1
2020/8/30,31.0,8,1,0,1,8,1,19.93,8,1,0,1,8,1,2.5,8,1,6.3,8,1,0,1,8,1,1003.5,8,1,9.4,0,8,1
2020/8/31,31.1,8,1,0.0,0,8,1,20.97,8,1,0,1,8,1,2.7,8,1,6.3,8,1,0,1,8,1,1003.3,8,1,8.9,0,8,1
2020/9/1,28.5,8,1,5.5,0,8,1,7.12,8,1,0,1,8,1,2.4,8,1,8.8,8,1,0,1,8,1,1004.4,8,1,0.9,0,8,1
2020/9/2,29.8,8,1,14.5,0,8,1,17.08,8,1,0,1,8,1,3.5,8,1,3.3,8,1,0,1,8,1,1003.8,8,1,7.3,0,8,1
2020/9/3,27.9,8,1,6.5,0,8,1,9.84,8,1,0,1,8,1,4.8,8,1,9.0,8,1,0,1,8,1,1004.3,8,1,1.0,0,8,1
2020/9/4,26.3,8,1,69.0,0,8,1,6.13,8,1,0,1,8,1,1.9,8,1,9.8,8,1,0,1,8,1,1007.9,8,1,1.2,0,8,1
2020/9/5,28.7,8,1,0.0,0,8,1,22.68,8,1,0,1,8,1,2.4,8,1,5.8,8,1,0,1,8,1,1005.6,8,1,11.1,0,8,1
2020/9/6,28.5,8,1,1.0,0,8,1,19.23,8,1,0,1,8,1,3.8,8,1,9.3,8,1,0,1,8,1,1003.8,8,1,6.9,0,8,1
2020/9/7,27.4,8,1,28.5,0,8,1,6.51,8,1,0,1,8,1,6.3,8,1,7.5,8,1,0,1,8,1,1003.8,8,1,1.1,0,8,1
2020/9/8,28.4,8,1,1.5,0,8,1,16.57,8,1,0,1,8,1,4.7,8,1,4.8,8,1,0,1,8,1,1008.9,8,1,7.2,0,8,1
2020/9/9,26.6,8,1,9.5,0,8,1,16.55,8,1,0,1,8,1,2.1,8,1,7.5,8,1,0,1,8,1,1007.3,8,1,5.7,0,8,1
2020/9/10,24.3,8,1,38.5,0,8,1,10.24,8,1,0,1,8,1,2.1,8,1,9.8,8,1,0,1,8,1,1005.3,8,1,1.4,0,8,1
2020/9/11,26.1,8,1,13.5,0,8,1,14.24,8,1,0,1,8,1,2.0,8,1,7.8,8,1,0,1,8,1,1007.7,8,1,5.5,0,8,1
2020/9/12,27.3,8,1,1.0,0,8,1,16.83,8,1,0,1,8,1,2.5,8,1,8.3,8,1,0,1,8,1,1005.7,8,1,6.7,0,8,1
2020/9/13,26.2,8,1,7.5,0,8,1,6.92,8,1,0,1,8,1,2.9,8,1,10.0,8,1,0,1,8,1,1004.0,8,1,0.0,0,8,1
2020/9/14,24.2,8,1,0,1,8,1,19.07,8,1,0,1,8,1,3.9,8,1,3.3,8,1,0,1,8,1,1005.1,8,1,10.5,0,8,1
2020/9/15,24.5,8,1,0,1,8,1,18.14,8,1,0,1,8,1,2.4,8,1,3.0,8,1,0,1,8,1,1006.5,8,1,9.8,0,8,1
2020/9/16,25.5,8,1,0,1,8,1,13.96,8,1,0,1,8,1,2.3,8,1,10.0,8,1,0,1,8,1,1006.4,8,1,2.2,0,8,1
2020/9/17,25.9,8,1,2.5,0,8,1,8.85,8,1,0,1,8,1,2.5,8,1,9.8,8,1,0,1,8,1,1005.3,8,1,0.7,0,8,1
2020/9/18,26.9,8,1,0.5,0,8,1,7.47,8,1,0,1,8,1,3.0,8,1,9.8,8,1,0,1,8,1,1003.7,8,1,0.7,0,8,1
2020/9/19,24.4,8,1,1.0,0,8,1,18.84,8,1,0,1,8,1,3.8,8,1,8.5,8,1,0,1,8,1,1006.9,8,1,6.3,0,8,1
2020/9/20,22.7,8,1,0.0,0,8,1,11.97,8,1,0,1,8,1,1.9,8,1,9.8,8,1,0,1,8,1,1007.4,8,1,2.8,0,8,1
2020/9/21,23.7,8,1,0,1,8,1,21.53,8,1,0,1,8,1,2.8,8,1,3.3,8,1,0,1,8,1,1007.7,8,1,10.0,0,8,1
2020/9/22,23.2,8,1,0.0,0,8,1,13.05,8,1,0,1,8,1,2.6,8,1,9.5,8,1,0,1,8,1,1008.9,8,1,3.9,0,8,1
2020/9/23,24.2,8,1,0.0,0,8,1,15.21,8,1,0,1,8,1,2.1,8,1,9.8,8,1,0,1,8,1,1005.0,8,1,4.3,0,8,1
2020/9/24,25.8,8,1,0.0,0,8,1,14.91,8,1,0,1,8,1,2.3,8,1,10.0,8,1,0,1,8,1,1003.3,8,1,3.6,0,8,1
2020/9/25,21.7,8,1,30.0,0,8,1,1.76,8,1,0,1,8,1,2.7,8,1,10.0,8,1,0,1,8,1,998.4,8,1,0.0,0,8,1
2020/9/26,23.3,8,1,0.0,0,8,1,10.42,8,1,0,1,8,1,2.2,8,1,9.8,8,1,0,1,8,1,1000.2,8,1,3.3,0,8,1
2020/9/27,22.9,8,1,0,1,8,1,19.56,8,1,0,1,8,1,4.8,8,1,2.8,8,1,0,1,8,1,1003.1,8,1,9.9,0,8,1
2020/9/28,22.7,8,1,0,1,8,1,21.23,8,1,0,1,8,1,2.7,8,1,1.0,8,1,0,1,8,1,1005.6,8,1,11.3,0,8,1
2020/9/29,22.3,8,1,0,1,8,1,14.78,8,1,0,1,8,1,2.5,8,1,10.0,8,1,0,1,8,1,1003.3,8,1,5.5,0,8,1
2020/9/30,22.7,8,1,0,1,8,1,16.36,8,1,0,1,8,1,2.1,8,1,7.0,8,1,0,1,8,1,1000.2,8,1,7.7,0,8,1
2020/10/1,23.1,8,1,0.0,0,8,1,18.91,8,1,0,1,8,1,3.4,8,1,3.8,8,1,0,1,8,1,1003.5,8,1,9.1,0,8,1
2020/10/2,22.2,8,1,0,1,8,1,14.77,8,1,0,1,8,1,2.2,8,1,3.8,8,1,0,1,8,1,1009.5,8,1,6.7,0,8,1
2020/10/3,22.8,8,1,0.0,0,8,1,8.53,8,1,0,1,8,1,1.6,8,1,10.0,8,1,0,1,8,1,1009.9,8,1,1.0,0,8,1
2020/10/4,23.1,8,1,0.0,0,8,1,5.58,8,1,0,1,8,1,1.3,8,1,10.0,8,1,0,1,8,1,1005.8,8,1,0.1,0,8,1
2020/10/5,21.4,8,1,2.0,0,8,1,9.85,8,1,0,1,8,1,3.9,8,1,6.8,8,1,0,1,8,1,1003.1,8,1,3.7,0,8,1
2020/10/6,19.8,8,1,0,1,8,1,17.30,8,1,0,1,8,1,3.9,8,1,4.5,8,1,0,1,8,1,1009.2,8,1,8.5,0,8,1
2020/10/7,19.1,8,1,12.0,0,8,1,11.69,8,1,0,1,8,1,2.4,8,1,7.8,8,1,0,1,8,1,1015.2,8,1,4.4,0,8,1
2020/10/8,15.7,8,1,37.0,0,8,1,2.19,8,1,0,1,8,1,2.5,8,1,10.0,8,1,0,1,8,1,1016.2,8,1,0.0,0,8,1
2020/10/9,16.1,8,1,64.5,0,8,1,1.32,8,1,0,1,8,1,1.8,8,1,10.0,8,1,0,1,8,1,1013.6,8,1,0.0,0,8,1
2020/10/10,18.1,8,1,86.0,0,8,1,1.35,8,1,0,1,8,1,2.4,8,1,9.8,8,1,0,1,8,1,1005.6,8,1,0.0,0,8,1
2020/10/11,22.4,8,1,0,1,8,1,17.60,8,1,0,1,8,1,2.8,8,1,2.3,8,1,0,1,8,1,1003.2,8,1,10.1,0,8,1
2020/10/12,22.7,8,1,0,1,8,1,16.01,8,1,0,1,8,1,2.0,8,1,2.8,8,1,0,1,8,1,1003.8,8,1,7.4,0,8,1
2020/10/13,22.2,8,1,0,1,8,1,18.10,8,1,0,1,8,1,4.2,8,1,3.3,8,1,0,1,8,1,1006.3,8,1,10.9,0,8,1
2020/10/14,21.3,8,1,0,1,8,1,15.74,8,1,0,1,8,1,3.4,8,1,6.0,8,1,0,1,8,1,1010.5,8,1,7.7,0,8,1
2020/10/15,20.1,8,1,0,1,8,1,18.33,8,1,0,1,8,1,4.1,8,1,0.0,8,1,0,1,8,1,1011.8,8,1,10.9,0,8,1
2020/10/16,18.8,8,1,0.0,0,8,1,15.32,8,1,0,1,8,1,2.8,8,1,9.3,8,1,0,1,8,1,1012.4,8,1,5.6,0,8,1
2020/10/17,13.4,8,1,22.5,0,8,1,2.87,8,1,0,1,8,1,2.6,8,1,9.8,8,1,0,1,8,1,1014.0,8,1,0.0,0,8,1
2020/10/18,14.5,8,1,0,1,8,1,10.31,8,1,0,1,8,1,1.9,8,1,5.0,8,1,0,1,8,1,1014.5,8,1,4.0,0,8,1
2020/10/19,13.1,8,1,3.0,0,8,1,1.80,8,1,0,1,8,1,1.9,8,1,8.5,8,1,0,1,8,1,1015.9,8,1,0.0,0,8,1
2020/10/20,15.4,8,1,0,1,8,1,16.23,8,1,0,1,8,1,2.3,8,1,3.5,8,1,0,1,8,1,1017.6,8,1,8.3,0,8,1
2020/10/21,16.5,8,1,0,1,8,1,16.73,8,1,0,1,8,1,1.8,8,1,5.5,8,1,0,1,8,1,1016.7,8,1,10.1,0,8,1
2020/10/22,17.8,8,1,0.0,0,8,1,5.03,8,1,0,1,8,1,2.0,8,1,10.0,8,1,0,1,8,1,1009.1,8,1,0.0,0,8,1
2020/10/23,16.9,8,1,42.0,0,8,1,3.64,8,1,0,1,8,1,3.1,8,1,7.5,8,1,0,1,8,1,998.2,8,1,0.7,0,8,1
2020/10/24,15.2,8,1,0.0,0,8,1,13.21,8,1,0,1,8,1,3.8,8,1,6.0,8,1,0,1,8,1,1003.4,8,1,5.9,0,8,1
2020/10/25,15.1,8,1,0.0,0,8,1,16.78,8,1,0,1,8,1,3.9,8,1,3.0,8,1,0,1,8,1,1009.2,8,1,9.5,0,8,1
2020/10/26,15.9,8,1,0,1,8,1,16.82,8,1,0,1,8,1,3.0,8,1,2.5,8,1,0,1,8,1,1010.4,8,1,9.7,0,8,1
2020/10/27,15.9,8,1,0,1,8,1,15.98,8,1,0,1,8,1,2.2,8,1,1.8,8,1,0,1,8,1,1012.2,8,1,9.5,0,8,1
2020/10/28,14.7,8,1,0,1,8,1,9.82,8,1,0,1,8,1,1.5,8,1,7.5,8,1,0,1,8,1,1013.3,8,1,3.9,0,8,1
2020/10/29,15.7,8,1,0,1,8,1,16.06,8,1,0,1,8,1,4.0,8,1,3.3,8,1,0,1,8,1,1011.9,8,1,10.2,0,8,1
2020/10/30,14.6,8,1,0,1,8,1,16.16,8,1,0,1,8,1,5.0,8,1,2.5,8,1,0,1,8,1,1012.6,8,1,10.1,0,8,1
2020/10/31,13.2,8,1,0,1,8,1,16.44,8,1,0,1,8,1,2.5,8,1,3.8,8,1,0,1,8,1,1018.5,8,1,10.2,0,8,1
2020/11/1,14.1,8,1,0,1,8,1,12.13,8,1,0,1,8,1,1.5,8,1,10.0,8,1,0,1,8,1,1018.5,8,1,7.2,0,8,1
2020/11/2,15.0,8,1,14.5,0,8,1,2.65,8,1,0,1,8,1,1.9,8,1,10.0,8,1,0,1,8,1,1011.1,8,1,0.0,0,8,1
2020/11/3,14.7,8,1,2.0,0,8,1,15.52,8,1,0,1,8,1,4.9,8,1,4.8,8,1,0,1,8,1,1004.6,8,1,8.9,0,8,1
2020/11/4,11.0,8,1,0,1,8,1,11.29,8,1,0,1,8,1,3.8,8,1,4.0,8,1,0,1,8,1,1011.8,8,1,5.7,0,8,1
2020/11/5,12.0,8,1,0,1,8,1,14.66,8,1,0,1,8,1,2.3,8,1,4.5,8,1,0,1,8,1,1018.9,8,1,9.5,0,8,1
2020/11/6,13.1,8,1,0,1,8,1,9.06,8,1,0,1,8,1,1.3,8,1,7.8,8,1,0,1,8,1,1018.6,8,1,2.2,0,8,1
2020/11/7,13.7,8,1,6.5,0,8,1,1.94,8,1,0,1,8,1,1.7,8,1,10.0,8,1,0,1,8,1,1010.9,8,1,0.0,0,8,1
2020/11/8,16.5,8,1,0,1,8,1,10.83,8,1,0,1,8,1,3.6,8,1,5.3,8,1,0,1,8,1,1006.7,8,1,5.8,0,8,1
2020/11/9,12.9,8,1,0,1,8,1,14.38,8,1,0,1,8,1,4.0,8,1,1.5,8,1,0,1,8,1,1010.1,8,1,9.2,0,8,1
2020/11/10,11.0,8,1,0.0,0,8,1,12.88,8,1,0,1,8,1,3.5,8,1,3.8,8,1,0,1,8,1,1015.7,8,1,7.7,0,8,1
2020/11/11,11.3,8,1,0,1,8,1,14.64,8,1,0,1,8,1,3.3,8,1,1.3,8,1,0,1,8,1,1022.0,8,1,10.0,0,8,1
2020/11/12,12.8,8,1,0,1,8,1,11.99,8,1,0,1,8,1,1.9,8,1,5.3,8,1,0,1,8,1,1023.2,8,1,6.7,0,8,1
2020/11/13,14.3,8,1,0,1,8,1,12.26,8,1,0,1,8,1,2.5,8,1,1.0,8,1,0,1,8,1,1018.2,8,1,7.2,0,8,1
2020/11/14,14.3,8,1,0,1,8,1,14.67,8,1,0,1,8,1,2.8,8,1,0.0,8,1,0,1,8,1,1019.5,8,1,9.9,0,8,1
2020/11/15,14.6,8,1,0,1,8,1,11.82,8,1,0,1,8,1,1.5,8,1,5.3,8,1,0,1,8,1,1021.8,8,1,6.6,0,8,1
2020/11/16,16.5,8,1,0,1,8,1,12.93,8,1,0,1,8,1,2.5,8,1,5.0,8,1,0,1,8,1,1018.0,8,1,9.5,0,8,1
2020/11/17,16.0,8,1,0.0,0,8,1,13.04,8,1,0,1,8,1,1.8,8,1,2.5,8,1,0,1,8,1,1020.2,8,1,9.6,0,8,1
2020/11/18,18.0,8,1,0.0,0,8,1,11.03,8,1,0,1,8,1,1.8,8,1,7.5,8,1,0,1,8,1,1018.2,8,1,7.2,0,8,1
2020/11/19,20.3,8,1,0.0,0,8,1,10.61,8,1,0,1,8,1,3.0,8,1,6.3,8,1,0,1,8,1,1012.3,8,1,6.0,0,8,1
